C,FFGRL,FFQRH,RSSLOPE,RSXA,RPSTP, QTP,FFQRSD,RRR,RRPOST,FFRR2NDUR,TMA1mean,FMA2std,FMA2mean
1,91.667,25,146,93,1.0367,1.7994,2.5159,1.7574,-111.82,55.909,0.025819,0.21013,0.19659
0,194.44,49,172,120,1.178,2.268,2.7339,2.0671,-311.36,155.68,0.0046251,0.25567,0.25262
1,86.111,25,147,95,0.91658,1.6401,2.2045,1.5613,-104.1,52.052,0.019584,0.2087,0.19866
0,163.89,58,184,126,1.5671,2.9272,3.5914,2.6812,-409.03,204.51,0.0019955,0.38943,0.38662
1,86.111,24,146,94,0.96198,1.7332,2.2608,1.6389,-100.48,50.239,0.027981,0.20359,0.18868
0,186.11,66,186,119,1.5305,2.7348,3.5764,2.428,-407.32,203.66,0.0026831,0.48857,0.48479
1,83.333,23,145,94,0.9814,1.7359,2.4196,1.7252,-107.54,53.769,0.033025,0.19923,0.18162
0,186.11,66,184,119,1.7543,3.1471,4.0725,2.8898,-463.82,231.91,0.0030567,0.50244,0.49813
1,86.111,24,142,90,0.9967,1.8038,2.323,1.7266,-103.24,51.622,0.034509,0.19224,0.17291
0,166.67,59,179,119,1.6192,3.0555,3.6138,2.619,-411.57,205.79,0.0026962,0.53917,0.53537
1,80.556,23,144,93,0.94243,1.6765,2.3062,1.6219,-102.5,51.25,0.026756,0.21034,0.19658
1,197.22,50,172,119,1.068,2.0518,2.4754,1.8177,-281.92,140.96,0.012346,0.23472,0.22827
1,80.556,23,145,93,1.0801,1.9723,2.4499,1.8033,-102.08,51.039,0.022118,0.2175,0.2063
1,86.111,24,146,94,0.94583,1.6702,2.2917,1.5315,-101.86,50.928,0.021656,0.22127,0.2105
1,86.111,25,146,93,1.1481,2.0973,2.5897,1.9643,-115.1,57.548,0.020402,0.22117,0.21086
0,200,51,173,119,1.3421,2.6054,2.9406,2.4081,-334.9,167.45,0.0041732,0.27614,0.27331
1,86.111,24,144,92,1.0094,1.7929,2.4188,1.6777,-107.5,53.75,0.02354,0.22243,0.21067
0,88.889,26,148,94,1.1556,2.1433,2.5292,1.9677,-112.41,56.204,0.016225,0.23143,0.22332
1,86.111,23,141,89,0.98894,1.7163,2.4194,1.6221,-100.81,50.405,0.024035,0.2064,0.19442
0,211.11,55,179,121,1.3381,2.5056,3.1376,2.2752,-357.34,178.67,0.0017173,0.32097,0.31855
1,88.889,25,145,92,1.0493,1.8908,2.422,1.8191,-107.65,53.823,0.026905,0.21685,0.20283
0,158.33,56,176,119,1.4227,2.6348,3.3805,2.4205,-385,192.5,0.0025212,0.50321,0.49965
1,91.667,24,153,101,0.99749,1.7421,2.4506,1.696,-108.92,54.458,0.045475,0.18799,0.15788
0,166.67,59,179,119,1.5835,2.8694,3.8049,2.6408,-433.33,216.67,0.0026888,0.53071,0.52691
1,86.111,25,147,95,1.0575,1.9171,2.4767,1.8674,-116.95,58.477,0.039863,0.19865,0.17302
0,158.33,56,176,119,1.4043,2.6029,3.3318,2.374,-379.46,189.73,0.0025111,0.50081,0.49727
1,91.667,25,144,91,0.98,1.6801,2.4198,1.6135,-107.55,53.773,0.033507,0.20189,0.18325
0,211.11,55,177,119,1.4206,2.6953,3.2239,2.3737,-367.16,183.58,0.0015406,0.32737,0.3252
1,88.889,25,143,90,0.99064,1.7612,2.3333,1.6733,-103.7,51.851,0.021227,0.21966,0.20887
0,255.56,71,193,118,1.1205,2.0995,2.4181,1.911,-268.68,134.34,0.006991,0.24041,0.23677
1,88.889,24,143,91,0.98407,1.7124,2.4315,1.649,-108.07,54.033,0.023,0.22232,0.21058
0,86.111,25,144,91,1.1701,2.1168,2.6737,1.977,-118.83,59.417,0.015484,0.23936,0.23156
1,86.111,25,147,94,0.99892,1.7997,2.3099,1.6338,-102.66,51.331,0.017966,0.222,0.21278
0,191.67,48,170,118,1.1663,2.2442,2.7036,2.0614,-300.4,150.2,0.0086019,0.24907,0.24452
1,86.111,23,141,89,0.89958,1.5343,2.2589,1.4514,-94.122,47.061,0.017879,0.21222,0.20343
0,208.33,54,178,121,1.405,2.6649,3.2182,2.4562,-366.51,183.26,0.0017232,0.31631,0.31388
1,80.556,22,144,92,0.97239,1.7021,2.3229,1.6221,-90.335,45.167,0.025867,0.19746,0.18396
0,186.11,66,192,125,1.7438,3.1071,4.0833,2.861,-465.04,232.52,0.0030095,0.50831,0.50407
1,88.889,24,144,92,1.0504,1.8528,2.5386,1.8282,-112.83,56.413,0.030007,0.19708,0.18058
0,172.22,61,174,119,1.7118,3.1825,3.8777,2.7399,-441.62,220.81,0.0029441,0.54979,0.54563
1,86.111,25,144,91,1.184,2.165,2.6632,2.1287,-118.36,59.182,0.029518,0.21593,0.20016
0,169.44,60,176,118,1.6523,3.0712,3.7683,2.8464,-429.17,214.58,0.0023716,0.43844,0.43509
1,83.333,23,142,91,1.0232,1.8132,2.5096,1.7926,-111.54,55.769,0.027356,0.22766,0.21373
1,88.889,25,145,92,1.0727,1.9219,2.4932,1.7208,-110.81,55.404,0.015242,0.23625,0.22859
1,88.889,25,147,94,1.1036,2.0176,2.4905,1.8707,-110.69,55.345,0.017271,0.22702,0.21833
1,88.889,25,146,93,1.0798,1.9553,2.4726,1.7869,-109.89,54.946,0.016322,0.23622,0.22811
1,86.111,24,144,92,1.06,1.8952,2.5099,1.7843,-111.55,55.776,0.020973,0.22426,0.21386
1,88.889,24,144,91,1.1642,2.0401,2.746,1.919,-114.42,57.209,0.028372,0.22603,0.21142
1,86.111,24,140,87,1.1963,2.1493,2.7297,1.9975,-113.74,56.869,0.026784,0.22349,0.20968
0,230.56,62,184,121,1.7729,3.243,4.0957,2.9786,-466.45,233.22,0.0025705,0.47083,0.46721
1,88.889,25,146,93,1.0887,1.9123,2.5969,1.8592,-115.42,57.709,0.034917,0.2008,0.18044
0,152.78,54,174,119,1.4994,2.7926,3.5866,2.5338,-408.48,204.24,0.0027553,0.56336,0.55947
1,88.889,25,147,94,1.1011,1.9718,2.5582,1.9356,-113.7,56.848,0.03393,0.20505,0.18584
1,86.111,24,144,92,0.90832,1.6068,2.1982,1.4451,-97.7,48.85,0.01636,0.21612,0.20792
1,88.889,24,146,95,0.92825,1.6452,2.317,1.5472,-109.41,54.706,0.024021,0.22175,0.20951
1,86.111,24,143,91,0.98034,1.7629,2.3089,1.5829,-102.62,51.309,0.019902,0.22392,0.21391
1,83.333,24,142,90,0.98862,1.7967,2.29,1.6406,-101.78,50.888,0.015661,0.22795,0.21995
1,88.889,24,139,87,0.90442,1.5679,2.2531,1.4031,-100.14,50.068,0.021423,0.21351,0.20264
1,86.111,24,142,90,1.0959,1.9539,2.6024,1.8566,-115.66,57.83,0.023035,0.22181,0.21014
1,88.889,25,147,94,0.99527,1.7708,2.3414,1.6017,-104.06,52.031,0.020721,0.2175,0.20678
1,86.111,25,147,94,0.99041,1.7721,2.3127,1.6622,-102.79,51.393,0.015161,0.21532,0.20768
0,86.111,24,174,124,0.90035,1.5877,2.1895,1.5027,-97.311,48.655,0.019446,0.21133,0.20177
1,83.333,24,143,91,0.93102,1.6762,2.1931,1.5594,-97.47,48.735,0.039489,0.17492,0.14968
0,211.11,75,192,119,1.4631,2.6133,3.2938,2.2739,-375.12,187.56,0.0025715,0.45647,0.45284
1,83.333,23,145,94,0.99502,1.7688,2.4317,1.7047,-108.08,54.038,0.038392,0.19529,0.17368
1,86.111,25,146,93,1.0419,1.8844,2.393,1.6707,-106.36,53.178,0.016367,0.21692,0.20849
1,83.333,23,142,90,0.99523,1.7788,2.3376,1.639,-97.4,48.7,0.017986,0.21422,0.20547
0,219.44,58,179,119,1.3528,2.5171,3.133,2.3362,-356.81,178.41,0.0018069,0.3574,0.35485
1,88.889,24,146,94,0.93457,1.6171,2.3318,1.5444,-103.64,51.819,0.026767,0.20975,0.1962
0,197.22,50,172,119,1.2797,2.4609,2.9338,2.2193,-334.13,167.06,0.0017996,0.28518,0.283
1,88.889,25,147,93,1.1282,2.0546,2.5112,1.8687,-104.63,52.317,0.026911,0.20697,0.19261
0,180.56,64,184,119,1.6925,3.1204,3.8266,2.8036,-435.81,217.91,0.0025775,0.47557,0.47194
1,88.889,25,145,92,1.0835,1.9,2.5908,1.8546,-115.15,57.574,0.026972,0.21884,0.20492
0,88.889,26,147,94,1.0283,1.8804,2.3461,1.6993,-110.79,55.395,0.010847,0.24013,0.23453
1,94.444,26,146,92,1.0076,1.7708,2.3725,1.668,-105.44,52.722,0.017769,0.21553,0.20659
0,88.889,25,143,90,1.1637,2.0834,2.6983,1.9461,-119.93,59.963,0.020849,0.22769,0.21704
1,86.111,25,144,92,0.98048,1.7908,2.2758,1.6437,-107.47,53.734,0.018028,0.21907,0.20991
0,194.44,49,171,118,1.1837,2.2873,2.6656,2.0476,-296.18,148.09,0.0077124,0.25932,0.25521
1,83.333,23,142,90,1.0569,1.8734,2.5051,1.7765,-104.38,52.189,0.0271,0.20769,0.19372
0,238.89,65,188,123,1.7165,3.1163,3.9445,2.7901,-449.23,224.62,0.0029182,0.49842,0.4943
1,86.111,24,145,92,1.0943,1.953,2.5287,1.9171,-105.36,52.682,0.033507,0.1966,0.17789
0,175,62,184,121,1.6285,3.0061,3.715,2.7448,-423.1,211.55,0.0024114,0.45365,0.45025
1,88.889,25,145,92,1.1289,1.9834,2.688,1.9471,-119.47,59.733,0.030637,0.20846,0.19187
0,197.22,50,174,121,1.3028,2.5094,2.9665,2.2581,-337.85,168.93,0.0064632,0.27438,0.27066
1,88.889,26,146,92,1.0973,2.0261,2.4206,1.8471,-107.58,53.792,0.016524,0.22443,0.21608
0,197.22,50,172,119,1.2001,2.3069,2.7635,2.094,-314.73,157.37,0.0013107,0.28614,0.28435
1,88.889,24,141,89,0.94903,1.683,2.2849,1.5726,-101.55,50.775,0.024449,0.20348,0.19079
0,172.22,61,183,119,1.7133,3.1734,3.905,2.9112,-444.73,222.37,0.0025636,0.43807,0.43445
1,80.556,24,144,92,1.0733,2.0001,2.3791,1.9464,-105.74,52.868,0.023467,0.21499,0.20288
0,205.56,53,175,119,1.3416,2.5605,3.0525,2.299,-347.65,173.82,0.0014702,0.30455,0.30248
1,88.889,25,145,92,1.1521,2.112,2.5854,2.0207,-114.91,57.453,0.020369,0.22135,0.21084
0,180.56,64,188,121,1.6427,3.0122,3.7448,2.7074,-426.49,213.24,0.0026285,0.459,0.45529
1,86.111,24,140,88,1.0867,1.9218,2.6128,1.8645,-116.12,58.062,0.033643,0.20626,0.18745
0,188.89,47,169,117,1.1039,2.1197,2.5756,1.9283,-279.02,139.51,0.011035,0.2308,0.22498
1,80.556,23,164,112,0.93095,1.6832,2.1561,1.5307,-89.839,44.92,0.023988,0.19182,0.17933
0,197.22,50,173,120,1.1986,2.3146,2.7129,2.12,-308.97,154.48,0.0079646,0.24082,0.23659
1,83.333,23,144,93,0.87884,1.5612,2.162,1.452,-96.087,48.044,0.021842,0.20864,0.19773
0,197.22,50,172,119,1.2064,2.3212,2.7679,2.0705,-315.23,157.61,0.0080208,0.24373,0.23922
1,86.111,24,143,91,0.94596,1.7342,2.1651,1.6017,-96.227,48.114,0.022147,0.19421,0.1828
0,183.33,65,185,119,1.605,2.9492,3.6317,2.6262,-413.61,206.8,0.0025813,0.44666,0.44302
1,86.111,24,144,92,1.0633,1.8906,2.5387,1.8429,-112.83,56.415,0.025365,0.20739,0.19417
0,197.22,50,173,119,1.2592,2.4172,2.8648,2.1342,-318.32,159.16,0.0013443,0.28296,0.28107
1,86.111,24,146,94,0.88607,1.6265,2.0286,1.5209,-90.159,45.08,0.026853,0.18871,0.17444
0,177.78,63,183,119,1.59,2.9447,3.591,2.6591,-408.98,204.49,0.0023724,0.42704,0.42369
1,88.889,25,146,93,1.0362,1.8604,2.4045,1.7557,-106.87,53.433,0.026433,0.19431,0.17995
0,197.22,50,172,119,1.281,2.461,2.9473,2.2159,-335.67,167.83,0.003311,0.26532,0.26266
1,80.556,23,142,90,0.92639,1.6678,2.1595,1.5395,-89.977,44.989,0.021342,0.1954,0.1846
0,200,51,175,119,1.2893,2.4504,2.9504,2.2481,-319.63,159.82,0.0016804,0.28563,0.28344
1,86.111,24,143,91,1.0062,1.7757,2.4343,1.6817,-108.19,54.094,0.021136,0.21891,0.20829
0,197.22,50,172,119,1.2771,2.477,2.8355,2.2217,-322.93,161.46,0.0063379,0.25438,0.25051
1,86.111,24,145,93,0.96452,1.7083,2.3251,1.6229,-103.34,51.67,0.023575,0.2062,0.19426
0,197.22,50,172,119,1.2302,2.3745,2.7867,2.1084,-317.37,158.69,0.0078136,0.27075,0.2664
1,88.889,25,147,94,1.0853,1.991,2.439,1.8929,-108.4,54.201,0.019959,0.20797,0.19788
0,180.56,64,184,119,1.6807,3.093,3.8102,2.8408,-433.94,216.97,0.0027012,0.46272,0.45892
1,127.78,39,159,91,1.1508,1.918,2.5569,1.9052,-113.64,56.821,0.027918,0.20648,0.19177
0,166.67,59,181,119,1.6363,3.0787,3.6717,2.7797,-418.17,209.08,0.0020585,0.40715,0.40425
1,83.333,24,145,92,1.0435,1.8988,2.3546,1.8032,-98.109,49.055,0.023886,0.20694,0.19449
0,205.56,53,175,119,1.3223,2.5224,3.0142,2.3488,-343.29,171.64,0.0015724,0.30598,0.30387
1,86.111,24,144,92,1.0213,1.8131,2.4479,1.7304,-108.8,54.398,0.028094,0.2155,0.20093
1,86.111,24,146,94,1.0048,1.8379,2.3028,1.6603,-102.35,51.173,0.02073,0.21725,0.20671
1,86.111,25,143,90,1.058,1.9383,2.385,1.7794,-106,52.999,0.016948,0.22471,0.21615
1,86.111,25,139,86,1.0769,1.999,2.3794,1.802,-105.75,52.875,0.015634,0.22194,0.21413
1,86.111,24,146,93,0.89284,1.5392,2.1677,1.4174,-90.32,45.16,0.022575,0.20036,0.18894
1,83.333,23,145,94,0.99916,1.7943,2.4001,1.682,-106.67,53.336,0.020753,0.21688,0.20669
1,83.333,23,145,93,0.97981,1.7671,2.2732,1.612,-94.718,47.359,0.021609,0.21188,0.20109
0,211.11,55,181,123,1.4172,2.6885,3.2176,2.4589,-366.45,183.22,0.0015366,0.31001,0.30784
1,86.111,23,140,88,0.89998,1.5701,2.1939,1.4474,-91.411,45.706,0.031168,0.19655,0.18017
0,175,62,183,121,1.6542,3.051,3.7774,2.8099,-430.2,215.1,0.0024135,0.4256,0.42219
1,86.111,24,146,94,0.95567,1.6921,2.3057,1.6685,-102.47,51.237,0.023561,0.19671,0.18439
0,172.22,61,181,119,1.6647,3.1186,3.725,2.7232,-424.23,212.12,0.0027561,0.53124,0.52735
1,83.333,24,146,93,1.0675,1.9222,2.4409,1.8621,-101.7,50.852,0.030885,0.199,0.182
0,200,51,173,119,1.2275,2.371,2.7468,2.1602,-312.83,156.42,0.0034319,0.26258,0.26008
1,88.889,25,144,91,1.0581,1.8761,2.4953,1.756,-110.9,55.451,0.019674,0.22131,0.21154
1,88.889,25,147,94,1.0753,1.9462,2.4642,1.7713,-109.52,54.76,0.018431,0.2209,0.21157
1,86.111,25,145,92,1.021,1.8795,2.2882,1.7117,-101.7,50.848,0.016186,0.21364,0.20553
1,88.889,25,144,92,0.91461,1.6415,2.1894,1.568,-103.39,51.695,0.017303,0.21153,0.2028
0,86.111,24,174,124,0.96372,1.7214,2.2944,1.6688,-101.97,50.987,0.027203,0.20852,0.17996
1,83.333,24,146,93,1.0589,1.9265,2.3889,1.7738,-99.536,49.768,0.030021,0.18835,0.17211
1,80.556,23,145,93,0.95695,1.7357,2.2038,1.4793,-91.826,45.913,0.025677,0.19771,0.18531
1,83.333,23,139,87,0.98266,1.735,2.3491,1.6025,-97.881,48.941,0.021038,0.20769,0.1973
1,88.889,25,146,93,0.99074,1.7549,2.345,1.595,-104.22,52.11,0.017866,0.21436,0.20525
0,200,51,173,119,1.3277,2.553,3.0083,2.3398,-342.61,171.31,0.0018876,0.2877,0.28551
1,147.22,46,172,94,1.0136,1.748,2.1705,1.6421,-96.468,48.234,0.024689,0.19442,0.1816
0,161.11,57,177,119,1.5008,2.7908,3.4997,2.5049,-398.57,199.29,0.002509,0.52221,0.51867
1,86.111,24,146,94,1.0984,1.9899,2.5452,1.8852,-113.12,56.561,0.032277,0.19455,0.17621
1,83.333,24,143,91,1.0255,1.8877,2.3246,1.6945,-103.31,51.657,0.015312,0.22757,0.21993
1,91.667,25,144,91,0.91093,1.6091,2.1694,1.5353,-96.419,48.21,0.015878,0.21508,0.20725
1,86.111,24,140,88,1.0119,1.8038,2.4118,1.7203,-107.19,53.595,0.022053,0.22495,0.21423
1,88.889,25,144,92,1.0153,1.854,2.354,1.6884,-111.16,55.58,0.017667,0.22215,0.2133
1,86.111,25,146,93,1.0359,1.9065,2.3211,1.709,-103.16,51.581,0.015381,0.22372,0.216
1,88.889,25,145,92,1.0152,1.8733,2.2678,1.7085,-100.79,50.396,0.016139,0.22163,0.21371
1,91.667,26,141,88,0.99402,1.7807,2.3402,1.681,-110.51,55.256,0.018426,0.22,0.21099
1,83.333,23,144,92,1.0502,1.896,2.4257,1.7312,-101.07,50.536,0.018899,0.21631,0.20688
1,191.67,48,170,118,0.96249,1.8542,2.238,1.6738,-248.67,124.33,0.015262,0.22451,0.21698
1,88.889,25,147,94,0.93156,1.6869,2.1436,1.5451,-95.273,47.636,0.018613,0.21805,0.20886
1,127.78,38,159,94,1.1443,1.8962,2.5621,1.8316,-113.87,56.936,0.023357,0.21035,0.19846
1,83.333,23,143,91,0.95688,1.7069,2.2573,1.5328,-94.054,47.027,0.021584,0.20751,0.19675
1,86.111,25,145,93,0.96287,1.7612,2.2311,1.62,-105.36,52.678,0.015774,0.22401,0.2162
1,86.111,24,146,94,0.89103,1.5875,2.1353,1.4492,-94.903,47.451,0.023279,0.1997,0.18791
0,172.22,61,172,119,1.6956,3.1786,3.788,2.7825,-431.41,215.7,0.0029825,0.52584,0.52163
1,83.333,23,141,89,1.1211,2.0473,2.5382,2.0212,-105.76,52.88,0.037766,0.18811,0.16586
0,222.22,79,189,110,1.478,2.6189,3.3113,2.3445,-377.12,188.56,0.0026494,0.50027,0.49653
1,86.111,24,143,90,0.96822,1.6905,2.3095,1.5983,-96.23,48.115,0.029697,0.18489,0.16895
1,86.111,24,142,90,1.063,1.8866,2.5445,1.782,-113.09,56.545,0.022781,0.21586,0.20437
1,86.111,25,147,94,1.11,2.019,2.5228,1.8554,-112.13,56.063,0.021703,0.2184,0.20722
1,88.889,26,148,95,1.0701,1.9869,2.3815,1.8114,-112.46,56.23,0.010671,0.23481,0.22926
1,88.889,24,142,89,0.99549,1.7446,2.3616,1.6088,-98.401,49.2,0.017027,0.21293,0.20455
1,86.111,24,144,91,1.133,2.0065,2.6401,1.8986,-110.01,55.003,0.023074,0.21767,0.20604
1,86.111,25,147,94,0.88222,1.5614,2.0974,1.3908,-93.219,46.609,0.019235,0.20749,0.19782
1,97.222,28,151,93,0.88806,1.546,2.0271,1.3872,-84.461,42.23,0.022529,0.18941,0.17796
0,169.44,60,180,119,1.5951,2.967,3.6359,2.5913,-414.08,207.04,0.0026826,0.52318,0.5194
1,83.333,23,143,91,0.98561,1.722,2.3902,1.616,-99.59,49.795,0.032871,0.19965,0.1822
1,88.889,25,147,94,0.96325,1.7428,2.217,1.5107,-98.535,49.267,0.014221,0.22262,0.21534
1,86.111,24,142,89,0.98483,1.7874,2.2347,1.6389,-93.113,46.556,0.024399,0.19167,0.17905
0,200,71,191,119,1.5627,2.8177,3.5312,2.4138,-402.17,201.08,0.0029884,0.49212,0.4879
1,83.333,23,143,91,1.06,1.8891,2.4932,1.8464,-103.88,51.942,0.028272,0.20788,0.1933
0,197.22,50,176,123,1.2523,2.3993,2.9137,2.1171,-331.84,165.92,0.0014276,0.28381,0.2818
1,86.111,24,146,94,0.86649,1.5013,2.1632,1.446,-96.142,48.071,0.019539,0.20663,0.19693
0,194.44,49,168,116,1.0478,2.0117,2.4725,1.849,-281.59,140.79,0.010563,0.23376,0.22828
1,88.889,26,146,93,1.0436,1.9343,2.3313,1.7893,-110.09,55.044,0.020224,0.21253,0.20214
0,194.44,49,171,119,1.1331,2.2083,2.5017,2.0313,-284.92,142.46,0.012701,0.23785,0.2317
1,91.667,25,144,91,1.0297,1.8213,2.4389,1.7333,-108.4,54.198,0.021363,0.2091,0.19844
0,200,51,173,119,1.3992,2.6983,3.1315,2.448,-356.64,178.32,0.0077513,0.29095,0.28626
1,80.556,22,143,92,0.90255,1.6343,2.1233,1.4935,-88.473,44.236,0.025616,0.1981,0.18498
0,202.78,52,174,118,1.3812,2.6629,3.0413,2.4697,-337.93,168.96,0.002421,0.29701,0.29467
1,88.889,25,146,94,1.0024,1.8024,2.3844,1.7553,-112.6,56.298,0.023729,0.21165,0.19967
0,197.22,50,174,120,1.3972,2.6923,3.1255,2.4132,-347.27,173.64,0.0050932,0.2898,0.28651
1,88.889,26,145,92,1.0419,1.9248,2.3397,1.8018,-110.48,55.242,0.020547,0.21732,0.20685
0,202.78,52,178,123,1.3189,2.5305,2.9823,2.3795,-339.65,169.83,0.0021681,0.2924,0.29004
1,88.889,25,146,94,1.0563,1.9037,2.4976,1.8459,-117.94,58.97,0.028334,0.2148,0.19996
0,86.111,25,145,92,1.1389,2.1081,2.5213,1.9146,-112.06,56.029,0.01978,0.2269,0.21701
1,86.111,25,145,92,1.1293,2.1003,2.4836,1.9275,-110.38,55.191,0.018997,0.23477,0.22534
0,83.333,24,146,94,0.88003,1.6315,1.9833,1.4941,-88.148,44.074,0.020751,0.20142,0.19119
1,88.889,25,147,94,1.0977,1.9621,2.5573,1.8957,-113.66,56.828,0.026409,0.21869,0.20512
1,88.889,26,145,92,1.0956,2.0155,2.471,1.8692,-116.69,58.343,0.022113,0.23057,0.21929
1,86.111,24,144,92,0.97903,1.7916,2.2443,1.6576,-99.747,49.873,0.022442,0.22068,0.20946
0,183.33,45,172,119,1.1256,2.1681,2.5336,2.0567,-253.36,126.68,0.011225,0.2278,0.22234
1,86.111,24,146,94,1.0073,1.7958,2.4006,1.722,-106.7,53.348,0.029633,0.21704,0.20171
0,202.78,52,175,120,1.4609,2.8223,3.2198,2.5966,-366.7,183.35,0.0090869,0.30832,0.3027
1,83.333,24,141,89,1.0001,1.8219,2.3069,1.734,-102.53,51.264,0.025837,0.21189,0.19856
0,216.67,57,180,121,1.512,2.8804,3.3511,2.6754,-381.65,190.83,0.0021165,0.3297,0.32708
1,88.889,24,143,91,0.96394,1.7125,2.3134,1.6451,-102.82,51.408,0.029152,0.21416,0.19926
0,202.78,52,183,128,1.4792,2.8902,3.1409,2.5953,-357.71,178.85,0.014168,0.28811,0.27905
1,83.333,25,147,95,1.0103,1.8893,2.2494,1.8823,-106.22,53.111,0.03128,0.2062,0.17514
0,186.11,46,170,116,1.2227,2.3568,2.712,2.2604,-271.2,135.6,0.025777,0.21592,0.20079
1,88.889,25,144,91,1.0826,1.9349,2.5237,1.8087,-112.16,56.082,0.022585,0.22316,0.21195
1,86.111,24,143,91,0.9891,1.7954,2.2955,1.6324,-102.02,51.012,0.02685,0.20892,0.1951
1,83.333,24,140,88,1.0085,1.8496,2.3012,1.674,-102.28,51.138,0.022971,0.21561,0.20371
0,86.111,26,144,91,1.0948,2.1042,2.3009,1.8816,-108.66,54.328,0.021264,0.22435,0.21379
1,88.889,25,147,95,0.93013,1.6605,2.2442,1.5615,-105.98,52.988,0.022475,0.2143,0.20297
0,205.56,53,182,126,1.3979,2.6835,3.1244,2.4744,-355.83,177.92,0.0050224,0.29859,0.29478
1,86.111,25,143,90,1.0862,1.9786,2.4656,1.8496,-109.58,54.792,0.023105,0.21057,0.19808
0,211.11,55,179,121,1.4337,2.709,3.2856,2.4651,-374.19,187.1,0.0015995,0.32863,0.32638
1,88.889,25,146,94,0.93013,1.6507,2.2648,1.6021,-106.95,53.475,0.020731,0.20967,0.19914
0,163.89,58,186,125,1.5803,2.989,3.5322,2.7709,-402.28,201.14,0.00196,0.35813,0.35537
1,86.111,25,146,94,0.98716,1.8133,2.269,1.7235,-107.15,53.573,0.022904,0.20964,0.19776
0,194.44,49,173,121,1.1475,2.2174,2.6258,2.015,-299.05,149.52,0.0063206,0.26233,0.25876
1,94.444,26,145,91,1.1388,2.0218,2.6383,1.9489,-117.26,58.628,0.023789,0.21792,0.20573
0,166.67,59,190,128,1.5971,3.0115,3.5709,2.8399,-406.68,203.34,0.0022281,0.36406,0.36092
1,86.111,25,141,88,1.1485,2.1155,2.5601,2.0126,-113.78,56.892,0.023756,0.22511,0.21293
0,197.22,50,173,120,1.2452,2.4043,2.8147,2.1571,-320.57,160.28,0.011682,0.25211,0.24607
1,88.889,25,147,94,1.0384,1.8691,2.4013,1.7867,-106.72,53.362,0.02258,0.21232,0.20086
0,205.56,53,180,124,1.4446,2.7716,3.2301,2.6067,-367.87,183.94,0.0054369,0.2967,0.29282
1,83.333,23,145,93,1.0147,1.8344,2.3424,1.6579,-97.602,48.801,0.030713,0.20012,0.18395
0,194.44,49,171,119,1.1306,2.1821,2.6018,1.9783,-296.31,148.16,0.011307,0.25338,0.24759
1,86.111,25,147,94,1.0409,1.9341,2.2995,1.7937,-102.2,51.099,0.022908,0.21605,0.20455
0,172.22,61,183,119,1.676,3.1212,3.7871,2.8977,-431.31,215.66,0.0024675,0.41918,0.41569
1,86.111,24,139,87,0.99785,1.7656,2.4058,1.719,-106.93,53.463,0.032766,0.21099,0.19376
1,86.111,25,146,93,1.1742,2.165,2.6106,1.975,-116.03,58.014,0.015301,0.2348,0.22716
1,80.556,24,144,92,0.9806,1.8474,2.143,1.6196,-95.246,47.623,0.022221,0.20453,0.19299
1,86.111,25,144,91,1.1426,2.1441,2.4776,1.9766,-110.12,55.059,0.016519,0.23399,0.22591
1,86.111,24,143,91,0.99475,1.7706,2.3778,1.6504,-105.68,52.839,0.022242,0.21294,0.20208
1,88.889,25,143,90,1.1307,2.0299,2.615,1.9008,-116.22,58.112,0.029045,0.21216,0.19667
1,88.889,25,147,94,1.1319,2.0722,2.5467,1.9251,-113.19,56.594,0.021206,0.22424,0.21348
1,88.889,25,138,85,0.96425,1.7441,2.2201,1.6143,-98.671,49.336,0.020623,0.20806,0.19755
0,86.111,21,143,93,1.1122,1.9801,2.7174,1.5162,-113.22,56.612,0.063076,0.19854,0.16025
1,83.333,24,145,93,1.0853,1.9732,2.5019,1.7644,-111.19,55.597,0.026711,0.21274,0.19879
1,83.333,23,145,93,0.92618,1.6602,2.1724,1.4789,-90.515,45.257,0.027862,0.19697,0.18234
0,175,62,182,119,1.6561,3.0622,3.7665,2.8459,-428.97,214.48,0.0025377,0.42727,0.42369
1,88.889,25,147,94,1.1469,2.0381,2.688,1.948,-119.47,59.733,0.035394,0.20753,0.18577
0,180.56,64,175,114,1.6837,3.022,3.9531,2.7869,-450.21,225.11,0.0028375,0.47276,0.46876
1,147.22,46,166,92,1.1164,1.9176,2.3935,1.8881,-106.38,53.19,0.031665,0.19461,0.17615
0,155.56,55,173,117,1.4163,2.616,3.4202,2.4341,-389.52,194.76,0.0025179,0.54322,0.53967
1,86.111,24,146,94,1.0007,1.8086,2.337,1.6874,-103.87,51.933,0.034724,0.18416,0.16353
0,130.56,40,158,89,1.0214,1.6716,2.2587,1.5513,-94.112,47.056,0.015967,0.20283,0.19481
1,91.667,26,148,94,1.1281,2.0009,2.6176,1.8853,-116.34,58.168,0.024081,0.21759,0.20512
1,86.111,24,146,94,0.89288,1.6013,2.1187,1.3801,-94.163,47.081,0.025736,0.19901,0.18535
1,91.667,25,143,90,0.93712,1.6178,2.2969,1.5081,-102.08,51.042,0.020954,0.20976,0.19908
1,88.889,24,145,93,1.0074,1.7884,2.4163,1.6171,-107.39,53.696,0.025089,0.2092,0.19601
